mechanism,file_status,category,relative_path,source_path,base_path,bytes,keyword_hits,sim_hook,paper_use_policy
mactree,modified,rtl,rtl/e203/perips/apb_adv_timer/up_down_counter.v,mactree\flood\rtl\e203\perips\apb_adv_timer\up_down_counter.v,FLOOD\rtl\e203\perips\apb_adv_timer\up_down_counter.v,5104,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_gpio/apb_gpio.v,mactree\flood\rtl\e203\perips\apb_gpio\apb_gpio.v,FLOOD\rtl\e203\perips\apb_gpio\apb_gpio.v,9898,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_i2c/apb_i2c.v,mactree\flood\rtl\e203\perips\apb_i2c\apb_i2c.v,FLOOD\rtl\e203\perips\apb_i2c\apb_i2c.v,6967,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_i2c/i2c_master_bit_ctrl.v,mactree\flood\rtl\e203\perips\apb_i2c\i2c_master_bit_ctrl.v,FLOOD\rtl\e203\perips\apb_i2c\i2c_master_bit_ctrl.v,20003,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_i2c/i2c_master_byte_ctrl.v,mactree\flood\rtl\e203\perips\apb_i2c\i2c_master_byte_ctrl.v,FLOOD\rtl\e203\perips\apb_i2c\i2c_master_byte_ctrl.v,10289,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_i2c/i2c_master_defines.v,mactree\flood\rtl\e203\perips\apb_i2c\i2c_master_defines.v,FLOOD\rtl\e203\perips\apb_i2c\i2c_master_defines.v,3011,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_spi_master/apb_spi_master.v,mactree\flood\rtl\e203\perips\apb_spi_master\apb_spi_master.v,FLOOD\rtl\e203\perips\apb_spi_master\apb_spi_master.v,11203,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_spi_master/spi_master_apb_if.v,mactree\flood\rtl\e203\perips\apb_spi_master\spi_master_apb_if.v,FLOOD\rtl\e203\perips\apb_spi_master\spi_master_apb_if.v,8092,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_spi_master/spi_master_clkgen.v,mactree\flood\rtl\e203\perips\apb_spi_master\spi_master_clkgen.v,FLOOD\rtl\e203\perips\apb_spi_master\spi_master_clkgen.v,2307,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_spi_master/spi_master_controller.v,mactree\flood\rtl\e203\perips\apb_spi_master\spi_master_controller.v,FLOOD\rtl\e203\perips\apb_spi_master\spi_master_controller.v,19049,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_spi_master/spi_master_fifo.v,mactree\flood\rtl\e203\perips\apb_spi_master\spi_master_fifo.v,FLOOD\rtl\e203\perips\apb_spi_master\spi_master_fifo.v,4922,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_spi_master/spi_master_rx.v,mactree\flood\rtl\e203\perips\apb_spi_master\spi_master_rx.v,FLOOD\rtl\e203\perips\apb_spi_master\spi_master_rx.v,4305,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_spi_master/spi_master_tx.v,mactree\flood\rtl\e203\perips\apb_spi_master\spi_master_tx.v,FLOOD\rtl\e203\perips\apb_spi_master\spi_master_tx.v,4157,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_uart/apb_uart.v,mactree\flood\rtl\e203\perips\apb_uart\apb_uart.v,FLOOD\rtl\e203\perips\apb_uart\apb_uart.v,12578,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_uart/io_generic_fifo.v,mactree\flood\rtl\e203\perips\apb_uart\io_generic_fifo.v,FLOOD\rtl\e203\perips\apb_uart\io_generic_fifo.v,4361,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_uart/uart_interrupt.v,mactree\flood\rtl\e203\perips\apb_uart\uart_interrupt.v,FLOOD\rtl\e203\perips\apb_uart\uart_interrupt.v,2969,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_uart/uart_rx.v,mactree\flood\rtl\e203\perips\apb_uart\uart_rx.v,FLOOD\rtl\e203\perips\apb_uart\uart_rx.v,6713,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/apb_uart/uart_tx.v,mactree\flood\rtl\e203\perips\apb_uart\uart_tx.v,FLOOD\rtl\e203\perips\apb_uart\uart_tx.v,5872,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_AsyncResetReg.v,mactree\flood\rtl\e203\perips\sirv_AsyncResetReg.v,FLOOD\rtl\e203\perips\sirv_AsyncResetReg.v,1729,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_AsyncResetRegVec.v,mactree\flood\rtl\e203\perips\sirv_AsyncResetRegVec.v,FLOOD\rtl\e203\perips\sirv_AsyncResetRegVec.v,1803,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_AsyncResetRegVec_1.v,mactree\flood\rtl\e203\perips\sirv_AsyncResetRegVec_1.v,FLOOD\rtl\e203\perips\sirv_AsyncResetRegVec_1.v,3512,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_AsyncResetRegVec_129.v,mactree\flood\rtl\e203\perips\sirv_AsyncResetRegVec_129.v,FLOOD\rtl\e203\perips\sirv_AsyncResetRegVec_129.v,9927,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_AsyncResetRegVec_36.v,mactree\flood\rtl\e203\perips\sirv_AsyncResetRegVec_36.v,FLOOD\rtl\e203\perips\sirv_AsyncResetRegVec_36.v,2681,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_DeglitchShiftRegister.v,mactree\flood\rtl\e203\perips\sirv_DeglitchShiftRegister.v,FLOOD\rtl\e203\perips\sirv_DeglitchShiftRegister.v,1822,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_LevelGateway.v,mactree\flood\rtl\e203\perips\sirv_LevelGateway.v,FLOOD\rtl\e203\perips\sirv_LevelGateway.v,2132,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_ResetCatchAndSync.v,mactree\flood\rtl\e203\perips\sirv_ResetCatchAndSync.v,FLOOD\rtl\e203\perips\sirv_ResetCatchAndSync.v,2266,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_ResetCatchAndSync_2.v,mactree\flood\rtl\e203\perips\sirv_ResetCatchAndSync_2.v,FLOOD\rtl\e203\perips\sirv_ResetCatchAndSync_2.v,2274,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_aon.v,mactree\flood\rtl\e203\perips\sirv_aon.v,FLOOD\rtl\e203\perips\sirv_aon.v,208013,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_aon_lclkgen_regs.v,mactree\flood\rtl\e203\perips\sirv_aon_lclkgen_regs.v,FLOOD\rtl\e203\perips\sirv_aon_lclkgen_regs.v,2840,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_aon_porrst.v,mactree\flood\rtl\e203\perips\sirv_aon_porrst.v,FLOOD\rtl\e203\perips\sirv_aon_porrst.v,1754,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_aon_top.v,mactree\flood\rtl\e203\perips\sirv_aon_top.v,FLOOD\rtl\e203\perips\sirv_aon_top.v,18959,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_aon_wrapper.v,mactree\flood\rtl\e203\perips\sirv_aon_wrapper.v,FLOOD\rtl\e203\perips\sirv_aon_wrapper.v,15163,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_clint.v,mactree\flood\rtl\e203\perips\sirv_clint.v,FLOOD\rtl\e203\perips\sirv_clint.v,19214,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_clint_top.v,mactree\flood\rtl\e203\perips\sirv_clint_top.v,FLOOD\rtl\e203\perips\sirv_clint_top.v,7226,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_expl_axi_slv.v,mactree\flood\rtl\e203\perips\sirv_expl_axi_slv.v,FLOOD\rtl\e203\perips\sirv_expl_axi_slv.v,2758,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_flash_qspi.v,mactree\flood\rtl\e203\perips\sirv_flash_qspi.v,FLOOD\rtl\e203\perips\sirv_flash_qspi.v,115829,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_flash_qspi_top.v,mactree\flood\rtl\e203\perips\sirv_flash_qspi_top.v,FLOOD\rtl\e203\perips\sirv_flash_qspi_top.v,24436,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_hclkgen_regs.v,mactree\flood\rtl\e203\perips\sirv_hclkgen_regs.v,FLOOD\rtl\e203\perips\sirv_hclkgen_regs.v,6194,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_jtaggpioport.v,mactree\flood\rtl\e203\perips\sirv_jtaggpioport.v,FLOOD\rtl\e203\perips\sirv_jtaggpioport.v,3590,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_plic_man.v,mactree\flood\rtl\e203\perips\sirv_plic_man.v,FLOOD\rtl\e203\perips\sirv_plic_man.v,24865,zero,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_plic_top.v,mactree\flood\rtl\e203\perips\sirv_plic_top.v,FLOOD\rtl\e203\perips\sirv_plic_top.v,3975,zero,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_pmu.v,mactree\flood\rtl\e203\perips\sirv_pmu.v,FLOOD\rtl\e203\perips\sirv_pmu.v,25268,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_pmu_core.v,mactree\flood\rtl\e203\perips\sirv_pmu_core.v,FLOOD\rtl\e203\perips\sirv_pmu_core.v,21963,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_qspi_arbiter.v,mactree\flood\rtl\e203\perips\sirv_qspi_arbiter.v,FLOOD\rtl\e203\perips\sirv_qspi_arbiter.v,7172,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_qspi_fifo.v,mactree\flood\rtl\e203\perips\sirv_qspi_fifo.v,FLOOD\rtl\e203\perips\sirv_qspi_fifo.v,7132,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_qspi_media.v,mactree\flood\rtl\e203\perips\sirv_qspi_media.v,FLOOD\rtl\e203\perips\sirv_qspi_media.v,15078,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_qspi_physical.v,mactree\flood\rtl\e203\perips\sirv_qspi_physical.v,FLOOD\rtl\e203\perips\sirv_qspi_physical.v,19315,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_queue.v,mactree\flood\rtl\e203\perips\sirv_queue.v,FLOOD\rtl\e203\perips\sirv_queue.v,6099,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_queue_1.v,mactree\flood\rtl\e203\perips\sirv_queue_1.v,FLOOD\rtl\e203\perips\sirv_queue_1.v,4020,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_repeater_6.v,mactree\flood\rtl\e203\perips\sirv_repeater_6.v,FLOOD\rtl\e203\perips\sirv_repeater_6.v,5379,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_rtc.v,mactree\flood\rtl\e203\perips\sirv_rtc.v,FLOOD\rtl\e203\perips\sirv_rtc.v,5717,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_spi_flashmap.v,mactree\flood\rtl\e203\perips\sirv_spi_flashmap.v,FLOOD\rtl\e203\perips\sirv_spi_flashmap.v,15411,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_tl_repeater_5.v,mactree\flood\rtl\e203\perips\sirv_tl_repeater_5.v,FLOOD\rtl\e203\perips\sirv_tl_repeater_5.v,5423,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_tlfragmenter_qspi_1.v,mactree\flood\rtl\e203\perips\sirv_tlfragmenter_qspi_1.v,FLOOD\rtl\e203\perips\sirv_tlfragmenter_qspi_1.v,16665,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_tlwidthwidget_qspi.v,mactree\flood\rtl\e203\perips\sirv_tlwidthwidget_qspi.v,FLOOD\rtl\e203\perips\sirv_tlwidthwidget_qspi.v,15739,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/perips/sirv_wdog.v,mactree\flood\rtl\e203\perips\sirv_wdog.v,FLOOD\rtl\e203\perips\sirv_wdog.v,11023,zero,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/soc/e203_soc_top.v,mactree\flood\rtl\e203\soc\e203_soc_top.v,FLOOD\rtl\e203\soc\e203_soc_top.v,10008,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/CLAUDE.md,mactree\flood\rtl\e203\subsys\CLAUDE.md,FLOOD\rtl\e203\subsys\CLAUDE.md,3584,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/axi2bram1mb_asic.v,mactree\flood\rtl\e203\subsys\axi2bram1mb_asic.v,FLOOD\rtl\e203\subsys\axi2bram1mb_asic.v,11419,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/axi2bram1mb_wrapper.v,mactree\flood\rtl\e203\subsys\axi2bram1mb_wrapper.v,FLOOD\rtl\e203\subsys\axi2bram1mb_wrapper.v,5677,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/axi2bram_128k.v,mactree\flood\rtl\e203\subsys\axi2bram_128k.v,FLOOD\rtl\e203\subsys\axi2bram_128k.v,18295,skip,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/axi2bram_64k.v,mactree\flood\rtl\e203\subsys\axi2bram_64k.v,FLOOD\rtl\e203\subsys\axi2bram_64k.v,18831,skip,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/axi2bram_asic.v,mactree\flood\rtl\e203\subsys\axi2bram_asic.v,FLOOD\rtl\e203\subsys\axi2bram_asic.v,11705,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi-undef.v,mactree\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi-undef.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi-undef.v,149733,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi.v,mactree\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi.v,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi.v,205351,zero,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
mactree,modified,rtl,rtl/e203/subsys/bus/axi_matrix/src/DW_axi_all_includes.vh,mactree\flood\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_all_includes.vh,FLOOD\rtl\e203\subsys\bus\axi_matrix\src\DW_axi_all_includes.vh,1486,,mac datapath compute interval and first-level adder tree activity,requires_rtl_timing_and_value_validation
